50
2	2
1	1	0	3	159
1	1	0	3	21
1	1	0	3	129
1	1	0	3	23
1	1	0	3	39
1	1	0	3	27
1	1	0	3	27
1	1	0	3	240
1	1	0	3	18
1	1	0	3	11
1	1	0	3	257
1	1	0	3	17
1	1	0	3	1
1	1	0	3	14
1	1	0	3	190
1	1	0	3	53
1	1	0	3	262
1	1	0	3	374
1	1	0	3	21
1	1	0	3	1
1	1	0	3	146
1	1	0	3	66
1	1	0	3	58
1	1	0	3	36
1	1	0	3	24
1	1	0	3	51
1	1	0	3	97
1	1	0	3	27
1	1	0	3	19
1	1	0	3	8
1	1	0	3	115
1	1	0	3	18
1	1	0	3	140
1	1	0	3	32
1	2	0	3	312
1	1	0	3	9
1	1	0	3	5
1	1	0	3	21
1	1	0	3	316
1	1	0	3	12
1	1	0	3	45
1	1	0	3	476
1	1	0	3	208
1	1	0	3	14
1	1	0	3	250
1	1	0	3	62
1	1	0	3	127
1	1	0	3	186
1	1	0	3	50
1	1	0	3	30
