500
2	2
1	1	0	4	14
1	1	0	4	12
1	1	0	4	109
1	1	0	4	18
1	1	0	4	89
1	1	0	4	2
1	1	0	4	60
1	1	0	4	13
1	1	0	4	9
1	1	0	4	81
1	1	0	4	1
1	1	0	4	54
1	1	0	4	1
1	1	0	4	227
1	1	0	4	107
1	1	0	4	23
1	1	0	4	21
1	1	0	4	327
1	1	0	4	65
1	1	0	4	58
1	1	0	4	10
1	1	0	4	7
1	1	0	4	43
1	1	0	4	274
1	1	0	4	1
1	1	0	4	29
1	1	0	4	5
1	1	0	4	1
1	1	0	4	44
1	1	0	4	344
1	1	0	4	50
1	1	0	4	28
1	1	0	4	98
1	1	0	4	265
1	1	0	4	56
1	1	0	4	159
1	1	0	4	19
1	1	0	4	12
1	1	0	4	35
1	1	0	4	152
1	1	0	4	84
1	1	0	4	23
1	1	0	4	10
1	1	0	4	27
1	1	0	4	5
1	1	0	4	174
1	1	0	4	25
1	1	0	4	118
1	1	0	4	81
1	1	0	4	93
1	1	0	4	103
1	1	0	4	203
1	1	0	4	37
1	1	0	4	5
1	1	0	4	27
1	1	0	4	187
1	2	0	4	18
1	1	0	4	142
1	1	0	4	13
1	1	0	4	9
1	1	0	4	149
1	1	0	4	4
1	1	0	4	25
1	1	0	4	276
1	1	0	4	312
1	1	0	4	45
1	1	0	4	67
1	1	0	4	33
1	1	0	4	22
1	1	0	4	7
1	1	0	4	6
1	1	0	4	1
1	1	0	4	16
1	1	0	4	158
1	1	0	4	106
1	1	0	4	3
1	1	0	4	35
1	1	0	4	9
1	1	0	4	6
1	1	0	4	325
1	1	0	4	17
1	1	0	4	27
1	1	0	4	18
1	1	0	4	10
1	1	0	4	29
1	1	0	4	72
1	1	0	4	3
1	1	0	4	24
1	1	0	4	176
1	1	0	4	122
1	1	0	4	37
1	1	0	4	18
1	1	0	4	10
1	1	0	4	13
1	1	0	4	27
1	1	0	4	1
1	1	0	4	53
1	1	0	4	13
1	1	0	4	76
1	1	0	4	11
1	1	0	4	25
1	1	0	4	46
1	1	0	4	19
1	1	0	4	8
1	1	0	4	88
1	1	0	4	18
2	1	0	4	108
1	1	0	4	15
1	1	0	4	7
1	1	0	4	384
1	1	0	4	18
1	1	0	4	63
1	1	0	4	120
1	1	0	4	40
1	1	0	4	25
1	1	0	4	264
1	1	0	4	37
1	1	0	4	83
1	1	0	4	24
1	1	0	4	2
1	1	0	4	13
1	1	0	4	40
1	1	0	4	18
1	1	0	4	1
1	1	0	4	31
1	1	0	4	115
1	1	0	4	21
1	1	0	4	1
1	1	0	4	50
1	1	0	4	9
1	1	0	4	102
1	1	0	4	121
1	1	0	4	2
1	1	0	4	77
1	1	0	4	30
1	1	0	4	148
1	1	0	4	4
1	1	0	4	12
1	1	0	4	2
1	1	0	4	89
1	1	0	4	4
1	1	0	4	6
1	1	0	4	133
1	1	0	4	1
1	1	0	4	21
1	1	0	4	2
1	1	0	4	132
1	1	0	4	19
1	1	0	4	132
1	1	0	4	32
1	1	0	4	14
